category,name,lvl,Qu,speed code,AT,hits,PP,size,OB melee,OB missile,OB magic,Primary Attack,Secondary Attack,Tertiary Attack,DB,DBm,comment,Notes,enc,immune,weakness,piclink,spells,climate code,habitat code,frequency of encounter code,measurement
Apsanakûni,Grey Wolves,3,,FA/FA,3,110,,M,,,,55LBi,30MCl,-,30,,"The Grey Wolf (S. 'Draugwath'; pl. 'Draugwaith'; Q. 'Mistanarmo'; pl. 'Mistanarmor'; aka 'Sindanarmo') is a powerful, muscular Dog with a thick coat of hair and a bushy tail. They range all over Middle-earth. Varying in color from nearly black in wanner locales to almost white in the North, they are exceptionally adaptable. Grey Wolves are exceptionally social animals who live in family groups or packs that roam and hunt together. These packs cooperate to run down their favorite prey: generally Deer and Sheep in the warmer climes and Caru or Losrandír in cooler regions. While typically interested only in larger herd animals, they also feed on rodents, fish, and crustaceans and, in rare cases (e.g., during hard winters or famines), they may attack lone travellers, trappers, or hunters. The wolfpack's hierarchy is organized and regulated in accord with the Wolves' ritualized postures, gestures, and combat. Grey Wolves, however, do not fight over mates except in extraordinary circumstances. Pairs normally remain together for life.","Aggressive. Social, hunt in Packs.",2-12,,,/home/mongol/git/rpg-tools/src/data/default/pics_nsc/default.jpg,,mktc,FCDHPILX,7,4-5ft
Apsanakûni,Highland Lynxes,3,,VF/VF,3,70,,M,,,,45MCl,30MBi,-,55,,"Highland Lynxes are hunting Cats that live in the less extreme foothills and mountains throughout Endor. Although smaller than the Snow Leopard of the mountains, they are still effective hunters and fishers. Unlike most hunting Cats of this size, which are usually loners, the Highland Lynx lives in prides of 5 to 8 cats. These cats have an intricate social structure and hunt as a group like Lions. Groups of Highland Lynxes bring down large game using similar tactics to those employed by Wolves. If taken young, these Cats make loyal, protective pets.",Aggressive. Live and hunt in groups.,2-10,,,/home/mongol/git/rpg-tools/src/data/default/pics_nsc/default.jpg,,ktc,AFGCHP,5,3-4.5ft
Apsanakûni,Hounds,3,,VF/FA,3,65,,M,,,,45MBi,-,-,40,,"In Middle-earth, the term 'Hound' (Q. 'Huo': pl. 'Huron') almost always means the fierce Wolfhound (S. 'Huadraug'). These creatures range in size from the (relatively) diminutive dogs used by Hobbit farmers and shirriffs near the borders of the Shire to the great and noble beasts used by the noble Men of old to hunt the Wargs and werewolves of Morgoth. Hounds are found wherever there are Men or Hobbits; they also sometimes run wild in desolate areas where Men no longer dwell. Huan. A Noble Hound From Valinor, Huan was originally one of the immortal hunting dogs of Oromë, the Huntsman of the Valar. When he followed his first master, the Noldorin Elf Celegorm, away from Valinor, he became mortal, but it was decreed by the Valar that he would only die at the jaws of the mightiest Wolf of Arda. Huan was more intelligent than any other hound since seen in Middle-earth; he could even speak with words upon occasion, as well as being exceptionally eloquent in the usual houndish vocabulary of gestures and postures. He betrayed his treacherous master to aid Lúthien and later Beren in the Quest of the Silmaril. In this he met his doom; after killing numerous werewolves and defeating Sauron when the evil Maia took wolfform, Huan both slew and was slain by Carcharoth, the huge wolf bred by Morgoth to be the noble Hound's bane.",Domesticated. Found With Men/Hobbits.,1-20,,,/home/mongol/git/rpg-tools/src/data/default/pics_nsc/default.jpg,,f,IOSZAUJ,3,3-5ft
Apsanakûni,Lisicavi,3,,FA/VF,3,45,,S,,,,60SBi,-,-,50,,"The Lisica (Ap. 'Nightears'; pl. 'Lisicavi') is a small, largeeared Fox found in Harad. Thriving in the cool of the desert night, the Lisica hunts at night in pairs or small family groups. They feed on the rodents and large insects and occasionally dig for sleeping reptiles. They are hunted for their brilliant auburn coats.",Normal. Small + large-eared Foxes.,1-5,,,/home/mongol/git/rpg-tools/src/data/default/pics_nsc/default.jpg,,nawms,BFVZDP,5,2-3ft
Apsanakûni,Madratines,2,,MF/FA,3,45,,S,,,,30SCl,25SBi,-,60,,"The Madratine is a small cat-like Fox found mainly in the highlands of Eriador. Its white mask and ears stand out in sharp relief to its reddish brown fur. Madratine are very shy, nocturnal creatures that prey on rodents, birds, insects, and lizards. Pairs mate for life and generally occupy only one burrow during the course of a year.","Normal. Shy, nocturnal cat-like foxes.",1-2,,,/home/mongol/git/rpg-tools/src/data/default/pics_nsc/default.jpg,,mktc,AFMCDH,3,1.5-2.5ft
Apsanakûni,Marsh Mastiffs,3,,MF/FA,3,60,,M,,,,50MBi,-,-,45,,"Marsh Mastiffs are tall, domesticated dogs found wherever the Dúnedain have resided or had extensive commercial links. They have long legs and short wiry coats, which are usually colored dark brown or russet. Well-liked by shepherds, herders, and hunters, they can be trained to many tasks. They are sure-footed, are good swimmers, and have keen noses. Above all, they are fearless and loyal to their masters. Therefore, they are often equipped with collars (and even leather coats).",Domesticated. Fearless + loyal Dogs.,1-8,,,/home/mongol/git/rpg-tools/src/data/default/pics_nsc/default.jpg,,wmkt,FMDH,4,5-6ft
Apsanakûni,Merisc Tyka,1,,FA/FA,3,55,,S,,,,45MBi,-,-,40,,"The Merisc Tyke (pl. 'Merisc Tyka') is a wild dog found throughout Rhovanion, Rhûn, and the lands of the Kykurian Kyn. They arc related to the feral dogs of the Talath Harroch (the plains south of Mirkwood). Frequenting the fens and moorlands in small packs, they typically fish, scavenge for carrion, or attack small mammals in order to survive. Tyka will, however, attack weak, stranded, or bewildered cattle and have been known to prey on sleeping or sickly Men. Fortunately, they are afraid of fire and are easily scared off in the face of a torchlight. The Tyke has a dappled coat of yellowish-tan and brownish-grey (giving it a +40 Hiding bonus).",Normal. Wild + cowardly dogs.,7-12,,,/home/mongol/git/rpg-tools/src/data/default/pics_nsc/default.jpg,,wmkt,FMDH,4,4-5ft
Apsanakûni,North Bears,10,,FA/FA,4,240,,L/II,,,,75LCl,80LGr,90LBi/90LBa,45,,"Huge, pale gray or white bears found around the Ice Bay of Forochel, the powerful Megliformen (Q. 'North Bear'; pl. 'Megliformeni') are usually solitary creatures. They have an excellent sense of smell and are superb swimmers. Subsisting primarily on seal and fish, they range across well-defined coastal territories. These parcels measure about one hundred square miles. Since they are huge, strong, and can smell intruders up to two miles away, they have little trouble policing their domain. During the brief northern summers, the Megliformen roams outside his or her range in search of a mate. During the long days, they also gorge themselves on roots and berries.",Normal. White. excellent swimmers.,1-2,,,/home/mongol/git/rpg-tools/src/data/default/pics_nsc/default.jpg,,cf,FGOSVWHPT,6,8-9ft
Apsanakûni,Red Foxes,2,,FA/VF,3,45,,S,,,,40SBi,35SCl,-,50,,"Unlike the common variety, the Red Fox of Calenardhon has truly red, rather than just rust-colored, fur. Understandably, this makes them a favorite target of fur hunters. Fortunately for the survival of the species, they are also more intelligent than the average Fox. Very clever about avoiding Men and anything that might be a trap, these wily creatures rarely stumble into death; they must be hunted. Red Foxes are also canny thieves and steal not only hens and rabbits but small, brightly colored objects. Unlike almost all other carnivorous mammals, they enjoy some color vision.",Normal. Wtly. canny thieves.,1-2,,,/home/mongol/git/rpg-tools/src/data/default/pics_nsc/default.jpg,,msk,FHP,4,2-3ft
Apsanakûni,Red Wolves,5,,VF/VF,4,130,,M,,,,70LBi,55MCl,-,45,,"The old Eriadoran saying says: 'Worry about the Wolf that you don't see.' This adage no doubt refers to the Red Wolf (S. 'Draucaran'; pl. 'Draucerain'; Q. 'Carnanarmo'; pl. 'Carnanarmor'), the chief predator in settled reaches between the Misty Mountains and the Blue Mountains. These beautiful Wolves are particularly common in southern Eriador, from Cardolan south to the Belegaer. Unlike the common Grey Wolf, the Red Wolf is a vicious hunter, tireless in the chase, and prone to kill simply for sport. Their primary prey is Sheep, but Red Wolves are not afraid of Men and they will readily attack lone individuals or small groups. Sheep Hounds, however, have proved to be an effective counter to these intelligent and ruthless canines.",Aggressive. Intelligent. ruthless canines.,2-20,,,/home/mongol/git/rpg-tools/src/data/default/pics_nsc/default.jpg,,mkt,FCDPILX,5,4.5-5.5ft
Apsanakûni,Sheep Hounds,5,,VF/VF,4,140,,M,,,,80MBi,-,-,55,,"Dogs are popular among shepherds throughout Middle-earth. One favorite breed is the Sheep Hound (Q. 'Húoton'; pl. 'Húotoni'), a large, short-muzzled, long-haired Dog. They endure harsh weather exceptionally well and perform even when fatigued. Most importantly, their great size, stealth, and speed enable them to ward off predators. The Sheep Hound is very loyal, intelligent, and fierce. When equipped with a stout armored collar, it is a match for two or three Wolves. The Dúnedain also use them for hunting and as guard Dogs. Experiments in using them as War Dogs, though, have been failures. A smaller breed is often seen as a pet for women and children.",Domesticated. Loyal + intelligent + fierce.,1-5,,,/home/mongol/git/rpg-tools/src/data/default/pics_nsc/default.jpg,,wmkt,AFMHPINX,8, 5.5-7ft
Apsanakûni,Sloth Bears,11,,SL/MD,8,325,,L/La,,,,100HBa,95LCl,60LGr/60LBi,10,,"The dark brown Sloth Bear (Q. 'Meglituika'; pl. 'Meglituikar') is a native of northwestern Harad and is especially prevalent in the Umbar region. It is the largest Bear species in Middle-earth. A huge, slow-moving, stupid creature that resembles a cross between a conventional bear and the sloth of the rain forests, the Sloth Bear has formidable claws that it uses primarily for digging the huge networks of tunnels that make up its home. They can even dig through soft or crumbling rock. These tunnel complexes are more than ample enough for Men to live in. if they so desire. Sloth Bears have little fear of other creatures and while not overtly aggressive, they will not let other creatures stand in their way, literally 'digging' through them, if necessary. Large and fat (2500 to 4000 lbs). Sloth Bears are difficult to kill. Their vital organs are well protected by their huge bulk. Many loremasters claim that, either their skulls are unusually thick, or their brains are not in their heads (no alchemist or wizard has ever made a careful dissection of one!), or Sloth Bear brains are not vital organs, for head blows rarely even slow them down. Sloth Bears eat whatever they can get their claws on, in the mass quantities required to maintain their massive size.",Normal. Huge sloth-like creatures.,1-5,,,/home/mongol/git/rpg-tools/src/data/default/pics_nsc/default.jpg,,nams,BFMOSDHLQR,3,15-20ft
Apsanakûni,Spotted Lions,5,,FA/MF,4,140,,M,,,,85LCl,70MBi,50MBa,25,,"The Spotted Lion gets its name from the black spots on their almost white underbellies; the rest of their coat is a burnt orange color. Although quite rare, due to hunting, they still range throughout Cardolan. The lions are not evil creatures and, while they are extremely cunning, they are not capable of speech. Their feud with the wolves is old and bitter and has probably contributed to their decline more than the efforts of Men. The Spotted Lions live in small family groups, keeping lairs in trees and caves. They prefer to hunt Fiara, but sheep will do. Spotted lions are known to kill men in self-defense.",Normal. Rare + extremely cunning.,1-5,,,/home/mongol/git/rpg-tools/src/data/default/pics_nsc/default.jpg,,wmskt,BFHPIX,5,4-5ft
